nohup: ignoring input
Namespace(adam_betas='(0.9, 0.997)', adam_eps=1e-09, adaptive_softmax_cutoff=None, amp=True, amp_level='O2', arch='transformer_wmt_en_de_big_t2t', attention_dropout=0.1, beam=4, bpe_codes=None, buffer_size=64, clip_norm=0.0, cpu=False, criterion='label_smoothed_cross_entropy', data='/data/wmt14_en_de_joined_dict', decoder_attention_heads=16, decoder_embed_dim=1024, decoder_embed_path=None, decoder_ffn_embed_dim=4096, decoder_layers=6, decoder_learned_pos=False, decoder_normalize_before=True, device_id=0, distributed_backend='nccl', distributed_init_method=None, distributed_port=-1, distributed_rank=0, distributed_world_size=1, do_sanity_check=False, dropout=0.1, enable_parallel_backward_allred_opt=False, enable_parallel_backward_allred_opt_correctness_check=False, encoder_attention_heads=16, encoder_embed_dim=1024, encoder_embed_path=None, encoder_ffn_embed_dim=4096, encoder_layers=6, encoder_learned_pos=False, encoder_normalize_before=True, fp16=False, fuse_dropout_add=False, fuse_layer_norm=True, fuse_relu_dropout=False, gen_subset='test', keep_interval_updates=-1, label_smoothing=0.1, left_pad_source=True, left_pad_target=False, lenpen=1, local_rank=0, log_interval=10, lr=[0.0006], lr_scheduler='inverse_sqrt', lr_shrink=0.1, max_epoch=1, max_len_a=0, max_len_b=200, max_positions=(1024, 1024), max_sentences=None, max_sentences_valid=None, max_source_positions=1024, max_target_positions=1024, max_tokens=5120, max_update=0, min_len=1, min_loss_scale=0.0001, min_lr=0.0, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_epoch_checkpoints=True, no_save=False, no_token_positional_embeddings=False, num_shards=1, online_eval=False, optimizer='adam', pad_sequence=1, parallel_backward_allred_opt_threshold=0, path=None, prefix_size=0, print_alignment=False, profile=False, profiler_file=None, profiler_steps=100, quiet=False, raw_text=False, relu_dropout=0.1, remove_bpe=None, replace_unk=None, restore_file='checkpoint_last.pt', sampling=False, sampling_temperature=1, sampling_topk=-1, save_dir='/results', save_interval=1, save_interval_updates=0, save_predictions=False, score_reference=False, seed=1, sentence_avg=False, sentencepiece=False, shard_id=0, share_all_embeddings=True, share_decoder_input_output_embed=False, skip_invalid_size_inputs_valid_test=False, source_lang=None, stat_file='/results/run_log.json', target_bleu=0.0, target_lang=None, test_cased_bleu=False, train_subset='train', unkpen=0, unnormalized=False, update_freq=[1], valid_subset='valid', validate_interval=1, warmup_init_lr=0.0, warmup_updates=4000, weight_decay=0.0)
| [en] dictionary: 33712 types
| [de] dictionary: 33712 types
| /data/wmt14_en_de_joined_dict train 4575637 examples
| /data/wmt14_en_de_joined_dict valid 3000 examples
| /data/wmt14_en_de_joined_dict test 3003 examples
| num. model params: 210808832
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
| model transformer_wmt_en_de_big_t2t, criterion LabelSmoothedCrossEntropyCriterion
| training on 1 GPUs
| max tokens per GPU = 5120 and max sentences per GPU = None
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 8192.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 4096.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 2048.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 1024.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 512.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 256.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 128.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 64.0
Transformer | epoch 0 | step 10 |avg loss 16.126 |avg tokens 4746.000 |tokens/s 35038.571 |walltime 12.191 |
Transformer | epoch 0 | step 13500 |avg loss 5.713 |avg tokens 4168.500 |tokens/s 30839.693 |walltime 1861.476 |
Transformer | epoch 0 | step 13510 |avg loss 5.343 |avg tokens 4632.800 |tokens/s 33961.649 |walltime 1862.840 |
Transformer | epoch 0 | step 13520 |avg loss 5.596 |avg tokens 4336.300 |tokens/s 32332.595 |walltime 1864.181 |
Transformer | epoch 0 | step 13530 |avg loss 5.480 |avg tokens 4387.500 |tokens/s 32620.569 |walltime 1865.526 |
Transformer | epoch 0 | step 13540 |avg loss 6.221 |avg tokens 4262.500 |tokens/s 32609.893 |walltime 1866.833 |
Transformer | epoch 0 | step 13550 |avg loss 6.084 |avg tokens 3607.700 |tokens/s 28598.394 |walltime 1868.095 |
Transformer | epoch 0 | step 13560 |avg loss 5.241 |avg tokens 4685.100 |tokens/s 33199.078 |walltime 1869.506 |
Transformer | epoch 0 | step 13570 |avg loss 5.230 |avg tokens 4581.200 |tokens/s 33113.134 |walltime 1870.889 |
Transformer | epoch 0 | step 13580 |avg loss 5.346 |avg tokens 4563.100 |tokens/s 32712.061 |walltime 1872.284 |
Transformer | epoch 0 | step 13590 |avg loss 5.631 |avg tokens 4397.600 |tokens/s 32749.516 |walltime 1873.627 |
Transformer | epoch 0 | step 13600 |avg loss 6.093 |avg tokens 3968.700 |tokens/s 31476.559 |walltime 1874.888 |
Transformer | epoch 0 | step 13610 |avg loss 5.461 |avg tokens 4350.000 |tokens/s 32438.488 |walltime 1876.229 |
Transformer | epoch 0 | step 13620 |avg loss 5.173 |avg tokens 4590.300 |tokens/s 33126.275 |walltime 1877.615 |
Transformer | epoch 0 | step 13630 |avg loss 5.572 |avg tokens 4419.400 |tokens/s 32783.706 |walltime 1878.963 |
Transformer | epoch 0 | step 13640 |avg loss 5.731 |avg tokens 4622.800 |tokens/s 35034.509 |walltime 1880.282 |
Transformer | epoch 0 | step 13650 |avg loss 4.974 |avg tokens 4666.200 |tokens/s 34281.714 |walltime 1881.643 |
Transformer | epoch 0 | step 13660 |avg loss 5.525 |avg tokens 4416.900 |tokens/s 32137.225 |walltime 1883.018 |
Transformer | epoch 0 | step 13670 |avg loss 5.156 |avg tokens 4668.000 |tokens/s 32882.690 |walltime 1884.437 |
Transformer | epoch 0 | step 13680 |avg loss 5.871 |avg tokens 4594.700 |tokens/s 34953.586 |walltime 1885.752 |
Transformer | epoch 0 | step 13690 |avg loss 6.167 |avg tokens 4357.600 |tokens/s 32519.307 |walltime 1887.092 |
Transformer | epoch 0 | step 13700 |avg loss 4.978 |avg tokens 4835.800 |tokens/s 34001.823 |walltime 1888.514 |
Transformer | epoch 0 | step 13710 |avg loss 4.933 |avg tokens 4884.200 |tokens/s 34170.967 |walltime 1889.944 |
Transformer | epoch 0 | step 13720 |avg loss 5.169 |avg tokens 4631.200 |tokens/s 33240.505 |walltime 1891.337 |
Transformer | epoch 0 | step 13730 |avg loss 6.031 |avg tokens 4620.100 |tokens/s 34546.829 |walltime 1892.674 |
Transformer | epoch 0 | step 13740 |avg loss 5.576 |avg tokens 4798.000 |tokens/s 34576.507 |walltime 1894.062 |
Transformer | epoch 0 | step 13750 |avg loss 6.323 |avg tokens 4258.300 |tokens/s 32850.376 |walltime 1895.358 |
Transformer | epoch 0 | step 13760 |avg loss 5.361 |avg tokens 4431.500 |tokens/s 32894.485 |walltime 1896.705 |
Transformer | epoch 0 | step 13770 |avg loss 5.296 |avg tokens 4483.700 |tokens/s 32161.458 |walltime 1898.099 |
Transformer | epoch 0 | step 13780 |avg loss 4.982 |avg tokens 4733.800 |tokens/s 33686.800 |walltime 1899.505 |
Transformer | epoch 0 | step 13790 |avg loss 4.940 |avg tokens 4773.900 |tokens/s 33993.275 |walltime 1900.909 |
Transformer | epoch 0 | step 13800 |avg loss 4.950 |avg tokens 4649.800 |tokens/s 32697.915 |walltime 1902.331 |
Transformer | epoch 0 | step 13810 |avg loss 6.192 |avg tokens 4250.900 |tokens/s 32546.058 |walltime 1903.637 |
Transformer | epoch 0 | step 13820 |avg loss 6.034 |avg tokens 4518.900 |tokens/s 33910.070 |walltime 1904.970 |
Transformer | epoch 0 | step 13830 |avg loss 5.447 |avg tokens 4763.700 |tokens/s 34689.939 |walltime 1906.343 |
Transformer | epoch 0 | step 13840 |avg loss 5.290 |avg tokens 4453.500 |tokens/s 32521.955 |walltime 1907.712 |
Transformer | epoch 0 | step 13850 |avg loss 4.862 |avg tokens 4929.000 |tokens/s 34229.630 |walltime 1909.152 |
Transformer | epoch 0 | step 13860 |avg loss 4.873 |avg tokens 4743.500 |tokens/s 33713.054 |walltime 1910.559 |
Transformer | epoch 0 | step 13870 |avg loss 4.879 |avg tokens 4862.100 |tokens/s 33823.512 |walltime 1911.997 |
Transformer | epoch 0 | step 13880 |avg loss 5.526 |avg tokens 4073.200 |tokens/s 31051.029 |walltime 1913.309 |
Transformer | epoch 0 | step 13890 |avg loss 5.309 |avg tokens 4256.200 |tokens/s 30578.502 |walltime 1914.701 |
Transformer | epoch 0 | step 13900 |avg loss 5.371 |avg tokens 4504.700 |tokens/s 33456.455 |walltime 1916.047 |
Transformer | epoch 0 | step 13910 |avg loss 5.702 |avg tokens 4862.900 |tokens/s 34978.902 |walltime 1917.437 |
Transformer | epoch 0 | step 13920 |avg loss 5.263 |avg tokens 4477.000 |tokens/s 32481.437 |walltime 1918.816 |
Transformer | epoch 0 | step 13930 |avg loss 5.405 |avg tokens 4585.500 |tokens/s 33842.799 |walltime 1920.171 |
Transformer | epoch 0 | step 13940 |avg loss 5.080 |avg tokens 4721.200 |tokens/s 33942.666 |walltime 1921.561 |
Transformer | epoch 0 | step 13950 |avg loss 5.189 |avg tokens 4321.200 |tokens/s 31558.233 |walltime 1922.931 |
Transformer | epoch 0 | step 13960 |avg loss 5.576 |avg tokens 4461.500 |tokens/s 32437.008 |walltime 1924.306 |
Transformer | epoch 0 | step 13970 |avg loss 5.077 |avg tokens 4744.000 |tokens/s 32758.759 |walltime 1925.754 |
Transformer | epoch 0 | step 13980 |avg loss 4.861 |avg tokens 4888.100 |tokens/s 34558.229 |walltime 1927.169 |
Transformer | epoch 0 | step 13990 |avg loss 5.481 |avg tokens 4233.400 |tokens/s 30602.140 |walltime 1928.552 |
Transformer | epoch 0 | step 14000 |avg loss 5.502 |avg tokens 4190.200 |tokens/s 31518.107 |walltime 1929.882 |
Transformer | epoch 0 | step 14010 |avg loss 5.142 |avg tokens 4863.800 |tokens/s 34353.726 |walltime 1931.297 |
Transformer | epoch 0 | step 14020 |avg loss 5.720 |avg tokens 4451.500 |tokens/s 33422.110 |walltime 1932.629 |
Transformer | epoch 0 | step 14030 |avg loss 5.002 |avg tokens 4933.600 |tokens/s 34751.940 |walltime 1934.049 |
Transformer | epoch 0 | step 14040 |avg loss 5.375 |avg tokens 4477.900 |tokens/s 33276.237 |walltime 1935.395 |
Transformer | epoch 0 | step 14050 |avg loss 4.800 |avg tokens 4781.100 |tokens/s 34014.879 |walltime 1936.800 |
Transformer | epoch 0 | step 14060 |avg loss 5.355 |avg tokens 4725.600 |tokens/s 33826.833 |walltime 1938.197 |
Transformer | epoch 0 | step 14070 |avg loss 5.697 |avg tokens 4691.800 |tokens/s 34336.554 |walltime 1939.564 |
Transformer | epoch 0 | step 14080 |avg loss 5.083 |avg tokens 4675.900 |tokens/s 33515.027 |walltime 1940.959 |
Transformer | epoch 0 | step 14090 |avg loss 5.697 |avg tokens 4049.700 |tokens/s 30431.810 |walltime 1942.290 |
Transformer | epoch 0 | step 14100 |avg loss 6.394 |avg tokens 4112.900 |tokens/s 31901.089 |walltime 1943.579 |
Transformer | epoch 0 | step 14110 |avg loss 5.623 |avg tokens 4593.700 |tokens/s 33557.109 |walltime 1944.948 |
Transformer | epoch 0 | step 14120 |avg loss 5.880 |avg tokens 4485.800 |tokens/s 32648.235 |walltime 1946.322 |
Transformer | epoch 0 | step 14130 |avg loss 5.969 |avg tokens 4559.500 |tokens/s 33824.237 |walltime 1947.670 |
Transformer | epoch 0 | step 14140 |avg loss 4.836 |avg tokens 4659.200 |tokens/s 32708.920 |walltime 1949.094 |
Transformer | epoch 0 | step 14150 |avg loss 4.953 |avg tokens 4964.900 |tokens/s 35836.087 |walltime 1950.480 |
Transformer | epoch 0 | step 14160 |avg loss 5.148 |avg tokens 4171.900 |tokens/s 30795.004 |walltime 1951.834 |
Transformer | epoch 0 | step 14170 |avg loss 5.938 |avg tokens 4305.800 |tokens/s 31896.501 |walltime 1953.184 |
Transformer | epoch 0 | step 14180 |avg loss 5.326 |avg tokens 4644.100 |tokens/s 32560.154 |walltime 1954.611 |
Transformer | epoch 0 | step 14190 |avg loss 5.143 |avg tokens 4566.400 |tokens/s 33048.782 |walltime 1955.992 |
Transformer | epoch 0 | step 14200 |avg loss 5.548 |avg tokens 4142.600 |tokens/s 30914.355 |walltime 1957.332 |
Transformer | epoch 0 | step 14210 |avg loss 5.826 |avg tokens 4362.300 |tokens/s 33091.959 |walltime 1958.651 |
Transformer | epoch 0 | step 14220 |avg loss 5.924 |avg tokens 4100.100 |tokens/s 30520.208 |walltime 1959.994 |
Transformer | epoch 0 | step 14230 |avg loss 5.514 |avg tokens 4697.600 |tokens/s 33759.877 |walltime 1961.386 |
Transformer | epoch 0 | step 14240 |avg loss 5.124 |avg tokens 4424.600 |tokens/s 33132.206 |walltime 1962.721 |
Transformer | epoch 0 | step 14250 |avg loss 4.975 |avg tokens 4733.900 |tokens/s 33609.885 |walltime 1964.130 |
Transformer | epoch 0 | step 14260 |avg loss 5.190 |avg tokens 4628.800 |tokens/s 33204.465 |walltime 1965.524 |
Transformer | epoch 0 | step 14270 |avg loss 4.953 |avg tokens 4790.400 |tokens/s 33337.289 |walltime 1966.960 |
Transformer | epoch 0 | step 14280 |avg loss 5.396 |avg tokens 4243.500 |tokens/s 29380.507 |walltime 1968.405 |
Transformer | epoch 0 | step 14290 |avg loss 4.825 |avg tokens 4936.000 |tokens/s 34815.387 |walltime 1969.823 |
Transformer | epoch 0 | step 14300 |avg loss 5.322 |avg tokens 4504.500 |tokens/s 31799.118 |walltime 1971.239 |
Transformer | epoch 0 | step 14310 |avg loss 5.260 |avg tokens 4435.500 |tokens/s 32513.683 |walltime 1972.603 |
Transformer | epoch 0 | step 14320 |avg loss 4.853 |avg tokens 4907.500 |tokens/s 34258.515 |walltime 1974.036 |
Transformer | epoch 0 | step 14330 |avg loss 4.848 |avg tokens 4786.400 |tokens/s 33411.277 |walltime 1975.468 |
Transformer | epoch 0 | step 14340 |avg loss 5.441 |avg tokens 4509.600 |tokens/s 31890.035 |walltime 1976.883 |
Transformer | epoch 0 | step 14350 |avg loss 5.732 |avg tokens 4397.800 |tokens/s 32967.721 |walltime 1978.216 |
Transformer | epoch 0 | step 14360 |avg loss 4.985 |avg tokens 4636.700 |tokens/s 32549.416 |walltime 1979.641 |
Transformer | epoch 0 | step 14370 |avg loss 6.110 |avg tokens 4789.400 |tokens/s 35872.893 |walltime 1980.976 |
Transformer | epoch 0 | step 14380 |avg loss 5.290 |avg tokens 4741.000 |tokens/s 33943.396 |walltime 1982.373 |
Transformer | epoch 0 | step 14390 |avg loss 5.575 |avg tokens 4344.500 |tokens/s 32625.289 |walltime 1983.704 |
Transformer | epoch 0 | step 14400 |avg loss 5.293 |avg tokens 4273.300 |tokens/s 30750.152 |walltime 1985.094 |
Transformer | epoch 0 | step 14410 |avg loss 5.795 |avg tokens 3978.700 |tokens/s 28960.847 |walltime 1986.468 |
Transformer | epoch 0 | step 14420 |avg loss 5.195 |avg tokens 4690.700 |tokens/s 34031.634 |walltime 1987.846 |
Transformer | epoch 0 | step 14430 |avg loss 5.896 |avg tokens 4695.000 |tokens/s 36189.443 |walltime 1989.144 |
Transformer | epoch 0 | step 14440 |avg loss 6.073 |avg tokens 3559.200 |tokens/s 27555.894 |walltime 1990.435 |
Transformer | epoch 0 | step 14450 |avg loss 4.931 |avg tokens 4805.600 |tokens/s 33617.358 |walltime 1991.865 |
Transformer | epoch 0 | step 14460 |avg loss 5.539 |avg tokens 4652.300 |tokens/s 34598.293 |walltime 1993.209 |
Transformer | epoch 0 | step 14470 |avg loss 5.619 |avg tokens 4518.400 |tokens/s 33469.508 |walltime 1994.560 |
Transformer | epoch 0 | step 14480 |avg loss 5.509 |avg tokens 4549.600 |tokens/s 33129.239 |walltime 1995.933 |
Transformer | epoch 0 | step 14490 |avg loss 5.918 |avg tokens 4031.300 |tokens/s 29925.999 |walltime 1997.280 |
Transformer | epoch 0 | step 14500 |avg loss 5.948 |avg tokens 4489.900 |tokens/s 33027.927 |walltime 1998.639 |
Transformer | epoch 0 | step 14510 |avg loss 5.355 |avg tokens 4768.100 |tokens/s 33617.661 |walltime 2000.058 |
Transformer | epoch 0 | step 14520 |avg loss 6.212 |avg tokens 4473.900 |tokens/s 34897.723 |walltime 2001.340 |
Transformer | epoch 0 | step 14530 |avg loss 5.284 |avg tokens 4470.500 |tokens/s 31613.125 |walltime 2002.754 |
Transformer | epoch 0 | step 14540 |avg loss 5.349 |avg tokens 4442.000 |tokens/s 31957.797 |walltime 2004.144 |
Transformer | epoch 0 | step 14550 |avg loss 5.546 |avg tokens 4304.600 |tokens/s 31662.752 |walltime 2005.503 |
Transformer | epoch 0 | step 14560 |avg loss 5.478 |avg tokens 4463.500 |tokens/s 33127.209 |walltime 2006.851 |
Transformer | epoch 0 | step 14570 |avg loss 5.501 |avg tokens 4620.600 |tokens/s 33009.332 |walltime 2008.250 |
Transformer | epoch 0 | step 14580 |avg loss 5.293 |avg tokens 4748.400 |tokens/s 34147.343 |walltime 2009.641 |
Transformer | epoch 0 | step 14590 |avg loss 5.820 |avg tokens 4153.600 |tokens/s 32199.891 |walltime 2010.931 |
Transformer | epoch 0 | step 14600 |avg loss 5.270 |avg tokens 4630.700 |tokens/s 33246.998 |walltime 2012.324 |
Transformer | epoch 0 | step 14610 |avg loss 5.992 |avg tokens 4141.100 |tokens/s 31681.278 |walltime 2013.631 |
Transformer | epoch 0 | step 14620 |avg loss 5.422 |avg tokens 4907.400 |tokens/s 36257.140 |walltime 2014.984 |
Transformer | epoch 0 | step 14630 |avg loss 5.383 |avg tokens 4391.200 |tokens/s 31785.159 |walltime 2016.366 |
Transformer | epoch 0 | step 14640 |avg loss 5.221 |avg tokens 4649.500 |tokens/s 33044.360 |walltime 2017.773 |
Transformer | epoch 0 | step 14650 |avg loss 5.996 |avg tokens 4281.100 |tokens/s 32940.124 |walltime 2019.073 |
Transformer | epoch 0 | step 14660 |avg loss 5.889 |avg tokens 4459.600 |tokens/s 33070.591 |walltime 2020.421 |
Transformer | epoch 0 | step 14670 |avg loss 5.910 |avg tokens 4367.500 |tokens/s 32411.373 |walltime 2021.769 |
Transformer | epoch 0 | step 14680 |avg loss 5.514 |avg tokens 4331.600 |tokens/s 31784.709 |walltime 2023.131 |
Transformer | epoch 0 | step 14690 |avg loss 5.374 |avg tokens 4393.500 |tokens/s 32366.094 |walltime 2024.489 |
Transformer | epoch 0 | step 14700 |avg loss 5.600 |avg tokens 4359.100 |tokens/s 32101.163 |walltime 2025.847 |
Transformer | epoch 0 | step 14710 |avg loss 5.475 |avg tokens 4589.700 |tokens/s 34132.991 |walltime 2027.192 |
Transformer | epoch 0 | step 14720 |avg loss 5.394 |avg tokens 4428.000 |tokens/s 32188.316 |walltime 2028.567 |
Transformer | epoch 0 | step 14730 |avg loss 5.582 |avg tokens 4517.700 |tokens/s 33348.804 |walltime 2029.922 |
Transformer | epoch 0 | step 14740 |avg loss 5.419 |avg tokens 4786.500 |tokens/s 35134.986 |walltime 2031.284 |
Transformer | epoch 0 | step 14750 |avg loss 5.711 |avg tokens 4495.200 |tokens/s 32783.178 |walltime 2032.655 |
Transformer | epoch 0 | step 14760 |avg loss 5.419 |avg tokens 4681.700 |tokens/s 35116.582 |walltime 2033.989 |
Transformer | epoch 0 | step 14770 |avg loss 5.449 |avg tokens 4681.000 |tokens/s 33884.670 |walltime 2035.370 |
Transformer | epoch 0 | step 14780 |avg loss 6.058 |avg tokens 4117.200 |tokens/s 30849.027 |walltime 2036.705 |
Transformer | epoch 0 | step 14790 |avg loss 5.721 |avg tokens 3985.400 |tokens/s 31138.490 |walltime 2037.985 |
Transformer | epoch 0 | step 14800 |avg loss 5.418 |avg tokens 4890.900 |tokens/s 35276.958 |walltime 2039.371 |
Transformer | epoch 0 | step 14810 |avg loss 5.532 |avg tokens 4523.900 |tokens/s 33648.698 |walltime 2040.715 |
Transformer | epoch 0 | step 14820 |avg loss 5.153 |avg tokens 4404.000 |tokens/s 32180.587 |walltime 2042.084 |
Transformer | epoch 0 | step 14830 |avg loss 5.455 |avg tokens 4694.800 |tokens/s 33900.286 |walltime 2043.469 |
Transformer | epoch 0 | step 14840 |avg loss 5.223 |avg tokens 4570.000 |tokens/s 32583.293 |walltime 2044.871 |
Transformer | epoch 0 | step 14850 |avg loss 5.031 |avg tokens 4628.800 |tokens/s 33820.112 |walltime 2046.240 |
Transformer | epoch 0 | step 14860 |avg loss 5.192 |avg tokens 4560.000 |tokens/s 33064.795 |walltime 2047.619 |
Transformer | epoch 0 | step 14870 |avg loss 5.110 |avg tokens 4656.000 |tokens/s 34003.175 |walltime 2048.988 |
Transformer | epoch 0 | step 14880 |avg loss 5.002 |avg tokens 4490.600 |tokens/s 32320.165 |walltime 2050.378 |
Transformer | epoch 0 | step 14890 |avg loss 6.047 |avg tokens 4137.700 |tokens/s 32203.135 |walltime 2051.663 |
Transformer | epoch 0 | step 14900 |avg loss 5.486 |avg tokens 4939.200 |tokens/s 35985.005 |walltime 2053.035 |
Transformer | epoch 0 | step 14910 |avg loss 4.974 |avg tokens 4665.100 |tokens/s 32384.966 |walltime 2054.476 |
Transformer | epoch 0 | step 14920 |avg loss 5.574 |avg tokens 4317.100 |tokens/s 31759.091 |walltime 2055.835 |
Transformer | epoch 0 | step 14930 |avg loss 5.181 |avg tokens 4750.600 |tokens/s 34384.548 |walltime 2057.217 |
Transformer | epoch 0 | step 14940 |avg loss 5.139 |avg tokens 4550.100 |tokens/s 32022.450 |walltime 2058.638 |
Transformer | epoch 0 | step 14950 |avg loss 5.684 |avg tokens 4455.500 |tokens/s 33064.892 |walltime 2059.985 |
Transformer | epoch 0 | step 14960 |avg loss 6.188 |avg tokens 4373.200 |tokens/s 33752.713 |walltime 2061.281 |
Transformer | epoch 0 | step 14970 |avg loss 4.961 |avg tokens 4863.000 |tokens/s 35259.541 |walltime 2062.660 |
Transformer | epoch 0 | step 14980 |avg loss 5.191 |avg tokens 4631.300 |tokens/s 33551.401 |walltime 2064.040 |
Transformer | epoch 0 | step 14990 |avg loss 4.747 |avg tokens 4847.200 |tokens/s 33555.650 |walltime 2065.485 |
Transformer | epoch 0 | step 15000 |avg loss 5.501 |avg tokens 4246.200 |tokens/s 31357.198 |walltime 2066.839 |
Transformer | epoch 0 | step 15010 |avg loss 5.741 |avg tokens 4037.700 |tokens/s 30930.639 |walltime 2068.145 |
Transformer | epoch 0 | step 15020 |avg loss 4.781 |avg tokens 4879.100 |tokens/s 33808.698 |walltime 2069.588 |
Transformer | epoch 0 | step 15030 |avg loss 5.708 |avg tokens 4334.900 |tokens/s 32924.759 |walltime 2070.904 |
Transformer | epoch 0 | step 15040 |avg loss 5.203 |avg tokens 4773.600 |tokens/s 34305.073 |walltime 2072.296 |
Transformer | epoch 0 | step 15050 |avg loss 5.645 |avg tokens 4724.100 |tokens/s 34083.233 |walltime 2073.682 |
Transformer | epoch 0 | step 15060 |avg loss 5.191 |avg tokens 4574.700 |tokens/s 33547.967 |walltime 2075.046 |
Transformer | epoch 0 | step 15070 |avg loss 5.647 |avg tokens 3989.400 |tokens/s 30366.033 |walltime 2076.359 |
Transformer | epoch 0 | step 15080 |avg loss 5.687 |avg tokens 4440.500 |tokens/s 32893.617 |walltime 2077.709 |
Transformer | epoch 0 | step 15090 |avg loss 5.210 |avg tokens 4797.300 |tokens/s 34112.005 |walltime 2079.116 |
Transformer | epoch 0 | step 15100 |avg loss 5.156 |avg tokens 4801.600 |tokens/s 34130.893 |walltime 2080.522 |
Transformer | epoch 0 | step 15110 |avg loss 5.906 |avg tokens 4407.300 |tokens/s 33009.297 |walltime 2081.858 |
Transformer | epoch 0 | step 15120 |avg loss 5.293 |avg tokens 4652.000 |tokens/s 34882.829 |walltime 2083.191 |
Transformer | epoch 0 | step 15130 |avg loss 4.913 |avg tokens 4776.000 |tokens/s 33452.114 |walltime 2084.619 |
Transformer | epoch 0 | step 15140 |avg loss 5.872 |avg tokens 4246.700 |tokens/s 31299.737 |walltime 2085.976 |
Transformer | epoch 0 | step 15150 |avg loss 5.197 |avg tokens 4407.600 |tokens/s 31745.849 |walltime 2087.364 |
Transformer | epoch 0 | step 15160 |avg loss 5.109 |avg tokens 4630.400 |tokens/s 33293.114 |walltime 2088.755 |
Transformer | epoch 0 | step 15170 |avg loss 5.372 |avg tokens 4393.200 |tokens/s 33469.124 |walltime 2090.068 |
Transformer | epoch 0 | step 15180 |avg loss 5.414 |avg tokens 4612.300 |tokens/s 33531.424 |walltime 2091.443 |
Transformer | epoch 0 | step 15190 |avg loss 5.735 |avg tokens 4737.500 |tokens/s 35011.946 |walltime 2092.796 |
Transformer | epoch 0 | step 15200 |avg loss 5.067 |avg tokens 4569.800 |tokens/s 33403.340 |walltime 2094.164 |
Transformer | epoch 0 | step 15210 |avg loss 5.254 |avg tokens 4984.000 |tokens/s 35605.400 |walltime 2095.564 |
Transformer | epoch 0 | step 15220 |avg loss 5.446 |avg tokens 4530.600 |tokens/s 33762.237 |walltime 2096.906 |
Transformer | epoch 0 | step 15230 |avg loss 6.650 |avg tokens 2894.900 |tokens/s 23561.892 |walltime 2098.135 |
Transformer | epoch 0 | step 15240 |avg loss 5.355 |avg tokens 4064.900 |tokens/s 30275.988 |walltime 2099.477 |
Transformer | epoch 0 | step 15250 |avg loss 5.437 |avg tokens 4310.700 |tokens/s 32717.374 |walltime 2100.795 |
Transformer | epoch 0 | step 15260 |avg loss 5.070 |avg tokens 4663.200 |tokens/s 33726.804 |walltime 2102.177 |
Transformer | epoch 0 | step 15270 |avg loss 5.695 |avg tokens 4582.700 |tokens/s 35079.596 |walltime 2103.484 |
Transformer | epoch 0 | step 15280 |avg loss 5.295 |avg tokens 4307.400 |tokens/s 31402.296 |walltime 2104.855 |
Transformer | epoch 0 | step 15290 |avg loss 5.400 |avg tokens 4550.000 |tokens/s 33768.389 |walltime 2106.203 |
Transformer | epoch 0 | step 15300 |avg loss 5.754 |avg tokens 4632.100 |tokens/s 35607.547 |walltime 2107.504 |
Transformer | epoch 0 | step 15310 |avg loss 5.001 |avg tokens 4852.000 |tokens/s 34304.632 |walltime 2108.918 |
Transformer | epoch 0 | step 15320 |avg loss 5.073 |avg tokens 4638.600 |tokens/s 33965.794 |walltime 2110.284 |
Transformer | epoch 0 | step 15330 |avg loss 5.299 |avg tokens 4807.000 |tokens/s 34965.378 |walltime 2111.659 |
Transformer | epoch 0 | step 15340 |avg loss 5.202 |avg tokens 4563.700 |tokens/s 33911.438 |walltime 2113.004 |
Transformer | epoch 0 | step 15350 |avg loss 5.242 |avg tokens 4398.600 |tokens/s 32108.874 |walltime 2114.374 |
Transformer | epoch 0 | step 15360 |avg loss 5.423 |avg tokens 4867.500 |tokens/s 35188.479 |walltime 2115.758 |
Transformer | epoch 0 | step 15370 |avg loss 5.337 |avg tokens 4246.800 |tokens/s 31410.739 |walltime 2117.110 |
Transformer | epoch 0 | step 15380 |avg loss 5.575 |avg tokens 4377.300 |tokens/s 31934.442 |walltime 2118.480 |
